0.0023757,-0.012881,-0.13979,-1.5102
-0.0024931,-83.083,-0.16579,-1.4119
-1.9235,-97.354,-0.16375,-1.0341
-3.5707,-80.008,-0.15272,-0.651
-4.7593,-57.035,-0.14256,-0.36905
-5.5318,-38.289,-0.13299,-0.16043
-6.0355,-23.849,-0.12911,-0.062828
-6.2755,-16.082,-0.13787,-0.12475
-6.5668,-17.577,-0.12824,0.029237
-7.1212,-7.6885,-0.12687,0.057425
-7.3043,-2.3753,-0.12493,0.08542
-7.2125,-0.27323,-0.12726,0.060114
-7.0315,-2.6971,-0.13264,0.0076311
-7.161,-6.1742,-0.13635,-0.01296
-7.6809,-5.4433,-0.13665,0.010402
-8.2361,-0.41191,-0.12558,0.15259
-8.3919,9.9108,-0.13013,0.090464
-7.9331,6.635,-0.12417,0.1561
-7.7648,7.0995,-0.13011,0.076442
-7.6742,2.4282,-0.12445,0.14184
-7.7127,5.0438,-0.12968,0.073252
-7.6504,2.0373,-0.12736,0.10323
-7.724,3.1974,-0.12541,0.12179
-7.7192,4.7477,-0.10744,0.30889
-7.5737,14.799,-0.10141,0.31938
-7.0464,16.048,-0.11057,0.16189
-6.3998,4.9689,-0.10425,0.20904
-6.2892,4.068,-0.099968,0.22201
-6.413,6.5692,-0.085705,0.34019
-6.4094,15.64,-0.095077,0.17338
-5.5641,6.3545,-0.086825,0.23572
-4.9539,3.3629,-0.073107,0.33915
-4.888,8.2149,-0.070745,0.29439
-5.2199,11.453,-0.058285,0.37209
-4.952,18.79,-0.057106,0.30688
-3.9142,13.434,-0.047846,0.34161
-2.6078,6.8688,-0.050964,0.22902
-1.7136,-6.0657,-0.053122,0.15247
-1.9747,-11.343,-0.051761,0.13469
-2.3868,-8.208,-0.038025,0.25606
-2.6945,3.4573,-0.031771,0.26717
-2.5948,9.0746,-0.028911,0.23894
-2.2026,8.7186,-0.028855,0.18634
-1.5092,3.1821,-0.027082,0.16288
-0.65443,-3.9902,-0.026191,0.13241
-0.38348,-9.3379,-0.023294,0.13077
-0.83341,-7.1,-0.017054,0.16774
-1.094,-0.14384,-0.01297,0.17281
-0.84715,2.6624,-0.010165,0.16184
-0.25037,0.32453,-0.0062287,0.16371
0.27652,-2.9755,-0.0027766,0.1582
0.37568,-4.1231,0.0033691,0.1833
-0.02131,0.93129,0.011459,0.22503
-0.017103,7.6532,0.0085171,0.13688
0.37076,4.3969,-0.00022375,0.0070311
0.9292,-5.9188,0.0045087,0.053064
1.3079,-8.6908,0.0088201,0.081191
1.0707,-6.7439,0.0092529,0.061856
0.38953,-1.7646,0.0088532,0.041368
0.35601,1.3341,0.018348,0.13238
0.94401,4.2748,0.0064568,-0.033032
1.828,-9.5985,0.0098661,0.0055007
2.3887,-15.816,0.0077076,-0.028228
1.9877,-17.937,0.0099245,-0.0039577
0.96305,-9.8402,0.010343,-0.0012684
0.56496,-2.4848,0.013211,0.02809
0.72846,0.82272,0.010885,-0.0067868
1.3795,-4.308,0.010258,-0.017036
1.9498,-10.94,0.010072,-0.021999
1.8694,-13.678,0.009978,-0.023988
0.98456,-9.0113,0.0035813,-0.089801
0.42511,-5.7969,0.015177,0.05685
0.27138,4.5863,0.0085747,-0.029847
0.7288,0.089395,0.0063329,-0.049109
1.2127,-6.1733,0.0060151,-0.044669
1.121,-8.4956,0.0061135,-0.036179
0.56733,-5.3657,-0.00078606,-0.10319
0.066996,-4.2035,0.0023212,-0.043564
-0.10075,0.73425,0.0034202,-0.020561
0.27053,0.73657,0.0066737,0.018373
0.74929,-1.3027,0.0080611,0.025752
0.87317,-3.2701,0.0074603,0.0098418
0.69539,-3.4476,-0.0027327,-0.10484
0.66744,-8.7335,-0.0011863,-0.06409
0.25996,-6.0892,-0.0011246,-0.048238
-0.17913,-1.6969,0.0034305,0.013797
-0.13788,3.1055,-0.0067722,-0.099706
0.24242,-4.5407,-0.0080285,-0.08933
0.33452,-8.1291,-0.0084898,-0.073475
-0.077431,-6.8923,-0.003919,-0.0054769
-0.67553,0.88615,-0.0041099,-0.0037646
-0.66829,4.0624,-0.0026566,0.014957
-0.21127,2.8688,-0.0023259,0.015009
0.44058,-2.3707,-0.0023348,0.0089794
0.61038,-6.4945,0.00037141,0.033617
0.25846,-4.2023,-0.0091102,-0.078042
-0.25575,-5.4628,-0.0075248,-0.040071
-0.36116,-2.0725,-0.0075198,-0.029206
-0.04081,-2.8909,-0.006596,-0.012514
0.17838,-4.8116,-0.0027568,0.030922
0.026731,-2.7832,-0.012603,-0.083489
0.19259,-8.7312,-0.016008,-0.10044
-0.01051,-10.98,-0.0014054,0.082095
-0.53012,1.1083,-0.0087938,-0.016892
-0.85015,1.9483,-0.0098445,-0.0208
-0.70855,1.915,-0.0098911,-0.014014
-0.16295,-1.5694,-0.0097539,-0.009277
0.11868,-5.525,-0.0096633,-0.0069541
-0.11715,-5.7831,-0.0067931,0.026034
-0.39756,-1.6934,-0.005513,0.034454
-0.1354,-0.77162,-0.0053832,0.027005
0.28659,-3.8916,-0.0062427,0.0092858
0.44663,-7.3282,-0.0065712,0.0014255
0.29398,-7.7884,-0.0067185,-0.0018351
0.15099,-6.5975,-0.0067793,-0.0029731
0.044811,-5.3603,-0.015987,-0.10227
-0.013376,-9.9483,-0.0078024,0.011458
-0.28354,-3.8879,-0.016374,-0.083643
-0.36672,-6.704,-0.018724,-0.087162
-0.4636,-7.528,-0.0081245,0.050161
-0.6164,-0.024361,-0.01559,-0.041684
-0.66729,-2.6507,-0.017202,-0.046549
-0.72688,-3.3838,-0.007358,0.07352
-0.77723,2.9384,-0.015146,-0.026974
-0.71235,-1.0812,-0.016215,-0.029445
-0.55338,-3.3201,-0.0063391,0.085924
-0.45425,1.1558,-0.0043289,0.086948
-0.29124,1.5907,-0.014969,-0.049121
-0.24109,-5.6728,-0.01737,-0.061941
-0.07626,-9.099,-0.017554,-0.048966
-0.4654,-8.1044,-0.017289,-0.032605
-1.1145,-2.7547,-0.013436,0.02089
-1.5393,5.0725,-0.012482,0.031035
-1.4061,7.5789,-0.013015,0.021959
-0.82034,3.908,-0.012474,0.024466
-0.14217,-2.1692,-0.015973,-0.019845
-0.094251,-7.9228,-0.0026211,0.12938
-0.8241,3.0344,-0.011345,0.0056249
-1.2554,4.2666,-0.0093174,0.030904
-1.3216,7.6399,-0.0088728,0.032427
-0.80519,5.794,-0.013096,-0.019081
-0.13741,-2.563,-0.013292,-0.016596
-0.23023,-5.8015,-0.013943,-0.018854
-1.0892,-1.596,-0.0097288,0.035596
-1.6005,7.5339,-0.0087666,0.042579
-1.4646,10.516,-0.0086559,0.037955
-0.84517,7.0859,-0.0087517,0.029859
-0.14551,0.39953,-0.0089108,0.020552
-0.16552,-3.17,-0.0090921,0.014001
-0.93446,0.45705,-0.020524,-0.1092
-1.3125,-0.8983,-0.018404,-0.054251
-1.3061,1.7379,-0.017369,-0.025626
-1.4131,3.3609,-0.017534,-0.016392
-1.5613,4.7488,-0.016638,0.0026603
-1.6727,6.6826,-0.013457,0.042009
-1.3829,7.7107,-0.015593,0.012677
-1.0887,3.8611,-0.012582,0.04551
-1.0566,3.8474,-0.012016,0.043678
-1.0375,3.9151,-0.012776,0.02794
-0.97409,3.0164,-0.012361,0.028589
-0.99663,3.0036,-0.013067,0.017095
-0.99864,2.6572,-0.013276,0.013831
-0.99459,2.4664,-0.013335,0.012949
-1.0052,2.4462,-0.013351,0.012792
-0.99828,2.4366,-0.012647,0.020399
-0.97786,2.717,-0.012516,0.01982
-0.95739,2.6344,-0.013238,0.010136
-0.93797,2.0015,-0.01341,0.008762
-0.94107,1.7596,-0.012726,0.016972
-0.93288,2.1051,-0.013289,0.0095789
-0.91064,1.6589,-0.01342,0.0086517
-0.91663,1.4719,-0.013434,0.0092382
-0.91837,1.4738,-0.013422,0.009947
-0.91123,1.4522,-0.013408,0.010459
-0.90762,1.4129,-0.012692,0.018427
-0.89946,1.7769,-0.013261,0.010473
-0.87498,1.3151,-0.012696,0.016694
-0.88257,1.5375,-0.013295,0.0088138
